strategy,session_id,site_id,original_site_id,arrival_time,departure_time,energy_requested_kwh,energy_delivered_kwh,unserved_energy_kwh,fully_served,max_charging_power_kw,first_charge_hour,last_charge_hour,average_delay_hours,scenario_mode
uncontrolled,2_39_78_366_2018-07-20 02:57:14.382879,California_Garage_01,2,2020-10-09 00:57:14+00:00,2020-10-09 03:37:37+00:00,18.185,17.642166666666665,0.5428333333333342,False,6.6,2020-10-09 00:00:00+00:00,2020-10-09 03:00:00+00:00,0.8720489683281952,calendar_aligned_forecast_horizon
uncontrolled,2_39_128_18_2018-07-20 11:37:38.853867,California_Garage_01,2,2020-10-09 09:37:39+00:00,2020-10-09 10:07:36+00:00,3.414,3.2945,0.11949999999999994,False,6.6,2020-10-09 09:00:00+00:00,2020-10-09 10:00:00+00:00,-0.3737437395659432,calendar_aligned_forecast_horizon
uncontrolled,2_39_89_25_2018-07-21 02:40:43.794589,California_Garage_01,2,2020-10-10 00:40:44+00:00,2020-10-10 03:03:04+00:00,15.725,15.656666666666666,0.06833333333333336,False,6.6,2020-10-10 00:00:00+00:00,2020-10-10 03:00:00+00:00,0.6503851157949518,calendar_aligned_forecast_horizon
uncontrolled,2_39_95_27_2018-07-22 20:08:23.421789,California_Garage_01,2,2020-10-11 18:08:23+00:00,2020-10-11 19:23:47+00:00,8.424,8.294,0.129999999999999,False,6.6,2020-10-11 18:00:00+00:00,2020-10-11 19:00:00+00:00,0.17570660182729145,calendar_aligned_forecast_horizon
uncontrolled,2_39_126_20_2018-07-25 12:01:13.483174,California_Garage_01,2,2020-10-14 10:01:13+00:00,2020-10-14 10:27:02+00:00,2.926,2.839833333333333,0.08616666666666717,False,6.6,2020-10-14 10:00:00+00:00,2020-10-14 10:00:00+00:00,-0.020277777777777777,calendar_aligned_forecast_horizon
uncontrolled,2_39_130_31_2018-07-26 04:19:49.625599,California_Garage_01,2,2020-10-15 02:19:50+00:00,2020-10-15 04:17:36+00:00,13.088,12.954333333333333,0.1336666666666666,False,6.6,2020-10-15 02:00:00+00:00,2020-10-15 04:00:00+00:00,0.47782259332641447,calendar_aligned_forecast_horizon
uncontrolled,2_39_88_24_2018-07-28 15:26:00.185245,California_Garage_01,2,2020-10-17 13:26:00+00:00,2020-10-17 16:51:39+00:00,22.825,22.621499999999997,0.2035000000000018,False,6.6,2020-10-17 13:00:00+00:00,2020-10-17 16:00:00+00:00,1.1954048140043765,calendar_aligned_forecast_horizon
uncontrolled,2_39_95_27_2018-07-29 15:40:36.746062,California_Garage_01,2,2020-10-18 13:40:37+00:00,2020-10-18 15:15:31+00:00,10.692,10.439,0.2530000000000001,False,6.6,2020-10-18 13:00:00+00:00,2020-10-18 15:00:00+00:00,0.282310912071186,calendar_aligned_forecast_horizon
uncontrolled,2_39_129_17_2018-07-30 01:27:31.074031,California_Garage_01,2,2020-10-18 23:27:31+00:00,2020-10-19 00:15:08+00:00,5.293,5.237833333333334,0.055166666666666586,False,6.6,2020-10-18 23:00:00+00:00,2020-10-19 00:00:00+00:00,-0.14079522031657138,calendar_aligned_forecast_horizon
uncontrolled,2_39_90_26_2018-07-30 00:55:08.540957,California_Garage_01,2,2020-10-18 22:55:09+00:00,2020-10-19 01:43:29+00:00,18.651,18.516666666666666,0.13433333333333408,False,6.6,2020-10-18 22:00:00+00:00,2020-10-19 01:00:00+00:00,0.9250907590759077,calendar_aligned_forecast_horizon
